reward_today,future_reward,delay,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Ins.started,text_3.started,key_resp_2.started,Ins.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,trial.started,Fixation.started,text.started,key_resp.started,Fixation.stopped,trial.stopped,key_resp.keys,key_resp.rt,key_resp.duration,thanks.started,text_2.started,text_2.stopped,thanks.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
40,55,62,10,4,74,3,152.63661504199263,,,,,,,,,152.62247962498805,152.63661504199263,153.6196823749924,153.6196823749924,153.6270394589519,154.10505862499122,t,0.4748365409905091,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,10,5,75,5,154.1206939999829,,,,,,,,,154.1060607919935,154.1206939999829,155.1029073339887,155.1029073339887,155.1195848749485,155.42160154198064,t,0.3148729579988867,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,10,6,76,4,155.4370370839606,,,,,,,,,155.4223872500006,155.4370370839606,156.4188089169911,156.4188089169911,156.43627770897,156.90538241696777,t,0.4846302089863457,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
78,80,162,11,0,77,6,156.92057854199084,,,,,,,,,156.90634583396604,156.92057854199084,157.90322254196508,157.90322254196508,157.91095974994823,158.5623094170005,t,0.657082833989989,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,11,1,78,1,158.57755212497432,,,,,,,,,158.56326224998338,158.57755212497432,159.5625222499948,159.5625222499948,159.56961700000102,160.38832804199774,l,0.8188197080162354,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
49,60,89,11,2,79,4,160.40386704198318,,,,,,,,,160.38922679197276,160.40386704198318,161.38645566697232,161.38645566697232,161.39359316695482,161.9120713750017,t,0.5236858749995008,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
27,50,21,11,3,80,2,161.92621345899533,,,,,,,,,161.91286574996775,161.92621345899533,162.9122433339944,162.9122433339944,162.91905666695675,163.7449273749953,t,0.8272514159907587,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
11,30,7,11,4,81,0,163.7593865839881,,,,,,,,,163.74572174996138,163.7593865839881,164.74491512496024,164.74491512496024,164.75320812495193,165.48861845897045,l,0.7348512079915963,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,11,5,82,5,165.50350904196966,,,,,,,,,165.4894739589654,165.50350904196966,166.48668862495106,166.48668862495106,166.49383766698884,166.94472483400023,t,0.4510949999676086,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,11,6,83,3,166.9590187499998,,,,,,,,,166.94551149994368,166.9590187499998,167.946508916968,167.946508916968,167.95343829196645,168.56254824995995,t,0.6127378750243224,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
15,35,13,12,0,84,1,168.5778038749704,,,,,,,,,168.5633469169843,168.5778038749704,169.56259424996097,169.56259424996097,169.57005479198415,170.0613935419824,l,0.49179499997990206,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
40,55,62,12,1,85,3,170.07557166699553,,,,,,,,,170.0621754169697,170.07557166699553,171.06254570896272,171.06254570896272,171.0696423749905,171.9782814999926,t,0.9090233329916373,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
67,75,119,12,2,86,5,171.9920943339821,,,,,,,,,171.9790739589953,171.9920943339821,172.9781230840017,172.9781230840017,172.98676775000058,174.75580537499627,t,1.7681002499884926,None,,,,,AN,001,2024-11-17_20h00.07.864,v7,2024.1.5,None,2024-11-17 20h00.29.501848 +0530,
